term,polarity,score_norm,freq_mis,freq_non,tfidf_mis,tfidf_non,score_mis,score_non,origem
marionete,misogino,8.38496478816442,5,1,2.320266586248506,0.2767165110292197,8.38496478816442,0.11926060281548177,tfidf_seed
traíra,misogino,7.874131458487292,14,2,8.633341903760355,1.0964173096606462,7.874131458487292,0.12699800319330404,tfidf_seed
demônio,misogino,7.755651961896014,37,8,21.703784236343527,2.798446421696529,7.755651961896014,0.1289381732828088,tfidf_seed
débil,misogino,7.556016377261439,6,1,3.988957309461492,0.5279170338287233,7.556016377261439,0.13234458544641745,tfidf_seed
machão,misogino,7.479477310579228,5,1,2.1303337461129077,0.2848228797515558,7.479477310579228,0.13369865006955117,tfidf_seed
caduco,misogino,7.394568382616585,6,1,3.5802517060632657,0.4841721823698932,7.394568382616585,0.13523408041838303,tfidf_seed
leilane,misogino,6.9899082679433455,7,1,3.6184712112039814,0.5176697722759073,6.9899082679433455,0.14306307802310356,tfidf_seed
repugnante,misogino,6.948304543156664,8,1,3.6602986581225636,0.5267891882233365,6.948304543156664,0.14391968893976745,tfidf_seed
baderneiro,misogino,6.310083783251278,5,1,2.8219712961697327,0.44721513739266533,6.310083783251278,0.1584760906404613,tfidf_seed
traste,misogino,6.297804489807312,6,1,3.217675976284917,0.5109192709440358,6.297804489807312,0.15878513434059366,tfidf_seed
chile,misogino,6.180869830944893,9,2,3.9701343587945175,0.6423251559267602,6.180869830944893,0.1617892333327885,tfidf_seed
fufa,misogino,6.072536995988155,94,14,48.19554674993612,7.936640107625477,6.072536995988155,0.16467579430375903,tfidf_seed
ladroes,misogino,5.9932490447410744,5,1,1.9004463723203442,0.3170968476170514,5.9932490447410744,0.16685379044718993,tfidf_seed
escrota,misogino,5.944400277067939,7,2,4.133631391703064,0.6953814101734225,5.944400277067939,0.16822526637085017,tfidf_seed
gentalha,misogino,5.880379601177176,12,3,7.3684144988178994,1.2530498230017733,5.880379601177176,0.1700568898703931,tfidf_seed
mariquice,misogino,5.374630346090977,5,1,2.32186129885279,0.4320029052623411,5.374630346090977,0.1860587966288051,tfidf_seed
inelegível,misogino,5.230407350588483,5,1,2.7743450752529393,0.5304251961433639,5.230407350588483,0.1911892683017221,tfidf_seed
papuda,misogino,5.044300217819174,7,2,4.511474750201618,0.8943697859148965,5.044300217819174,0.19824328788089507,tfidf_seed
elegeur,misogino,5.001834128401382,9,3,4.220692248701373,0.8438279116257306,5.001834128401382,0.19992637747018463,tfidf_seed
incitação,misogino,4.766320776416121,7,2,3.5250505651825255,0.7395737643810645,4.766320776416121,0.20980509099099368,tfidf_seed
farinha,misogino,4.671810033141624,9,3,5.063992402802002,1.0839455575180184,4.671810033141624,0.21404955956661614,tfidf_seed
demoníaco,misogino,4.514998573443845,5,1,2.8405349697078046,0.6291320824366502,4.514998573443845,0.22148358237525387,tfidf_seed
bachelet,misogino,4.349510101703341,13,3,6.742723868436801,1.550225050928411,4.349510101703341,0.2299107677053724,tfidf_seed
custa,misogino,4.3176411595491055,9,2,3.9773738259145652,0.9211903818076362,4.3176411595491055,0.2316076362241811,tfidf_seed
emissora,misogino,4.278887816370646,11,3,5.515584958139758,1.2890220346861674,4.278887816370646,0.23370536593376126,tfidf_seed
picareta,misogino,4.162788329472097,5,2,2.993447093128062,0.7190956381679261,4.162788329472097,0.24022318603710716,tfidf_seed
forabolsonarar,misogino,3.9668679297504275,5,2,3.2452224919770245,0.8180808089855578,3.9668679297504275,0.2520876639183868,tfidf_seed
condenado,misogino,3.948349356008776,7,2,3.325427076245933,0.8422312283070388,3.948349356008776,0.2532700178732572,tfidf_seed
senar,misogino,3.8554821778939123,7,2,3.276476714715752,0.8498218142518748,3.8554821778939123,0.2593705461309998,tfidf_seed
safar,misogino,3.6770017224269584,41,12,21.038470448395472,5.7216363655950575,3.6770017224269584,0.27196064978529727,tfidf_seed
profeta,misogino,3.669458427263893,6,2,3.008017221373577,0.8197431886857633,3.669458427263893,0.27251935605344735,tfidf_seed
corrupta,misogino,3.644803022359818,14,4,6.976316384139951,1.9140438307747378,3.644803022359818,0.2743630665551641,tfidf_seed
satanás,misogino,3.6413896890215636,15,5,8.571762392730108,2.353980068978456,3.6413896890215636,0.2746202806968419,tfidf_seed
desgoverno,misogino,3.579143408037916,11,3,5.695012695950841,1.5911653900253842,3.579143408037916,0.27939623589609697,tfidf_seed
esquerdopata,misogino,3.5124898250539687,36,13,18.136050917751323,5.163302474472745,3.5124898250539687,0.2846982627690305,tfidf_seed
oportunista,misogino,3.4646707029372177,12,4,5.194036336683401,1.499141857149481,3.4646707029372177,0.28862747030361985,tfidf_seed
baderna,misogino,3.381969671711479,5,1,2.365756386906174,0.699519284494142,3.381969671711479,0.29568513169008437,tfidf_seed
asneira,misogino,3.3768883904557603,10,3,5.106376297139329,1.5121532990794995,3.3768883904557603,0.2961303505572592,tfidf_seed
gorda,misogino,3.2917265339122483,15,6,7.460846934517951,2.2665441876558723,3.2917265339122483,0.3037917683819292,tfidf_seed
nojento,misogino,3.2548849501001484,60,26,34.61808190593473,10.635730350464348,3.2548849501001484,0.3072304835413349,tfidf_seed
mst,misogino,3.2504300414765157,5,2,2.131492840325711,0.6557561807813698,3.2504300414765157,0.3076509856022687,tfidf_seed
incentivar,misogino,3.21120306922338,13,4,6.0342306024522125,1.879117346729649,3.21120306922338,0.3114095498034922,tfidf_seed
cadeia,misogino,3.1978359945625434,89,31,41.72508065762091,13.047910377746813,3.1978359945625434,0.3127114402031055,tfidf_seed
ordinário,misogino,3.165666755893828,13,6,6.877487265720376,2.172523082933206,3.165666755893828,0.31588902794087825,tfidf_seed
cavar,misogino,3.1474267913382317,5,2,2.524835534594492,0.8021893929720874,3.1474267913382317,0.31771933825447635,tfidf_seed
peste,misogino,3.1115910031170184,5,2,3.4744860550286165,1.1166258483062428,3.1115910031170184,0.321378618086993,tfidf_seed
barbaridade,misogino,3.1037051167777303,7,2,3.613962320075628,1.1644016040165979,3.1037051167777303,0.3221951915085377,tfidf_seed
pastor,misogino,3.0956026828162404,52,19,29.134050160194,9.41142971167297,3.0956026828162404,0.32303882696999764,tfidf_seed
criatura,misogino,3.043092948086792,18,7,8.618057155566099,2.8320048909092197,3.043092948086792,0.3286128777258399,tfidf_seed
petralha,misogino,3.0283864232849727,10,5,5.4337164343950555,1.794260258277917,3.0283864232849727,0.33020860579175015,tfidf_seed
elegeu,misogino,3.0201156366140762,7,2,2.8668310105524486,0.9492444447097004,3.0201156366140762,0.331112685087808,tfidf_seed
gaja,misogino,3.003251843394239,7,2,3.4561089213183456,1.1507879119988995,3.003251843394239,0.33297202293841605,tfidf_seed
quintal,misogino,2.9557818760075274,7,3,3.3312723383254825,1.1270349174220065,2.9557818760075274,0.3383195562056545,tfidf_seed
condenação,misogino,2.927691265089808,5,3,2.764116685449606,0.9441274736574897,2.927691265089808,0.3415655847894623,tfidf_seed
bandidagem,misogino,2.912398069992686,11,4,5.689879568636877,1.9536740924474985,2.912398069992686,0.3433594200933359,tfidf_seed
oas,misogino,2.9092693996239003,7,2,3.1504311829806637,1.0828932769576238,2.9092693996239003,0.3437284836054096,tfidf_seed
incompetente,misogino,2.859447084476628,10,4,5.747295915259497,2.0099316007676196,2.859447084476628,0.34971772476746465,tfidf_seed
imundo,misogino,2.841671834268632,21,8,9.964364162929439,3.506513736418884,2.841671834268632,0.35190538273970673,tfidf_seed
vigarista,misogino,2.821945435062432,7,3,3.2380424408790667,1.1474494080223046,2.821945435062432,0.3543650445006982,tfidf_seed
saquear,misogino,2.8080116403470465,6,2,3.0557880114915195,1.0882380826249745,2.8080116403470465,0.3561234360528737,tfidf_seed
ladrao,misogino,2.69077821573076,7,3,4.175000171140944,1.5515947973545212,2.69077821573076,0.37163936817064447,tfidf_seed
parasita,misogino,2.680632333398362,7,4,4.0836876919012655,1.5234036239844408,2.680632333398362,0.3730459736085273,tfidf_seed
chuck,misogino,2.662731082523054,8,3,4.16695294112726,1.5649159262631245,2.662731082523054,0.37555392941055105,tfidf_seed
traidor,misogino,2.6042733121107853,39,18,17.291716853012662,6.639746361615275,2.6042733121107853,0.38398419509594645,tfidf_seed
bozo,misogino,2.538669099680493,24,12,11.630607899650405,4.581379023538392,2.538669099680493,0.39390706566326894,tfidf_seed
asqueroso,misogino,2.497254976372843,14,7,9.000508441455473,3.604159779180158,2.497254976372843,0.4004395309647416,tfidf_seed
ladra,misogino,2.4786987709334465,7,4,3.952898974107814,1.5947466234150078,2.4786987709334465,0.40343713067896403,tfidf_seed
desinformar,misogino,2.464033962866497,5,2,2.6797656333264537,1.0875512308990372,2.464033962866497,0.40583803730291085,tfidf_seed
estrume,misogino,2.4438661746095756,5,2,2.4211584678223,0.9907072854932091,2.4438661746095756,0.4091871265234321,tfidf_seed
mocinha,misogino,2.432069381408863,5,2,2.6432308166965726,1.0868227711069687,2.432069381408863,0.4111719464943659,tfidf_seed
máscara,misogino,2.4195099945344243,6,4,3.536839805612747,1.461799039513094,2.4195099945344243,0.41330642792667105,tfidf_seed
incitar,misogino,2.4117957071315255,7,3,3.644822107407951,1.5112472772195198,2.4117957071315255,0.4146284285094584,tfidf_seed
feliciano,misogino,2.3616558322981223,13,7,6.731797016063294,2.8504554145202294,2.3616558322981223,0.42343151231194465,tfidf_seed
chileno,misogino,2.314853767687394,6,3,2.6138795044190335,1.1291759445248264,2.314853767687394,0.4319921827397383,tfidf_seed
besteira,misogino,2.293256303233515,16,10,7.865933716100505,3.430027167810749,2.293256303233515,0.43606097579095676,tfidf_seed
esquerdalha,misogino,2.269482510029433,18,8,8.229539541902236,3.6261734717281415,2.269482510029433,0.4406289091432025,tfidf_seed
porca,misogino,2.2597303215692706,11,5,6.29682611027649,2.7865377520682806,2.2597303215692706,0.4425304527609819,tfidf_seed
mesquita,misogino,2.2400906542451264,7,3,3.0535420135638196,1.3631322320310997,2.2400906542451264,0.44641003122473616,tfidf_seed
imbecilidade,misogino,2.2343168089463648,6,3,3.0425066482142835,1.3617157610393786,2.2343168089463648,0.44756362792994137,tfidf_seed
cínico,misogino,2.2189074897655674,6,4,4.644062641186723,2.092949094858339,2.2189074897655674,0.4506719236783577,tfidf_seed
jumento,misogino,2.218496831397873,8,4,3.307216029014417,1.4907453387858631,2.218496831397873,0.4507552197837224,tfidf_seed
protetor,misogino,2.2139574327028315,5,3,2.081683686143864,0.9402536116717854,2.2139574327028315,0.4516791702078194,tfidf_seed
marginal,misogino,2.1956428862247366,15,9,7.849551090442386,3.575057193520337,2.1956428862247366,0.45544728569587123,tfidf_seed
ibope,misogino,2.1659908053390575,10,5,4.446398365543264,2.052823210787561,2.1659908053390575,0.4616821481884017,tfidf_seed
vadia,misogino,2.13071936534306,17,9,8.795197093044633,4.127805428242862,2.13071936534306,0.46932489576410896,tfidf_seed
canalhice,misogino,2.116786743901577,6,3,3.0287697711674504,1.430832682180446,2.116786743901577,0.4724136589673065,tfidf_seed
sujeito,misogino,2.0598949689051067,17,13,8.464934971487555,4.109400255534359,2.0598949689051067,0.48546146945187213,tfidf_seed
silvio,misogino,2.055537484350519,9,4,4.898477736638382,2.3830631736928174,2.055537484350519,0.48649045996027174,tfidf_seed
discórdia,misogino,2.0469012324387186,5,2,1.553188599371675,0.7587989727379006,2.0469012324387186,0.48854239884484424,tfidf_seed
manipular,misogino,2.0422617907433076,19,12,8.16852033096859,3.999741035028502,2.0422617907433076,0.489653007315368,tfidf_seed
nojentar,misogino,2.03711542342026,18,13,10.273799745945931,5.043306624020884,2.03711542342026,0.4908900560497036,tfidf_seed
hipócrito,misogino,2.0262608898853234,11,8,5.486946972047767,2.7079163266569353,2.0262608898853234,0.4935195923948814,tfidf_seed
sapatão,misogino,2.022213481617793,132,71,69.85201334471816,34.54235270285228,2.022213481617793,0.494507610509076,tfidf_seed
escória,misogino,2.017202244439744,7,4,3.9233204612208334,1.9449306359007388,2.017202244439744,0.49573573186009795,tfidf_seed
pinguço,misogino,2.014496913808657,5,2,2.8266674288540226,1.4031619482667492,2.014496913808657,0.49640132317733987,tfidf_seed
verme,misogino,1.9975755065058378,59,32,29.34058602088092,14.688097610201483,1.9975755065058378,0.5006068078920286,tfidf_seed
rapariga,misogino,1.994980195370088,5,3,2.7559562207207176,1.3814444033762783,1.994980195370088,0.5012575641558809,tfidf_seed
imoral,misogino,1.9947377504941397,6,4,3.0252831551649813,1.5166310256462552,1.9947377504941397,0.5013185366594256,tfidf_seed
cambada,misogino,1.9893515599004943,19,10,10.11062115503689,5.082369235024027,1.9893515599004943,0.5026762109285334,tfidf_seed
podre,misogino,1.9867521497963732,41,22,18.065594500038106,9.0930277916838,1.9867521497963732,0.5033339638134054,tfidf_seed
bandido,misogino,1.9544700019488725,138,90,61.37610627067145,31.402940057919086,1.9544700019488725,0.5116476338167013,tfidf_seed
imbecil,misogino,1.9494982731565147,44,31,21.853064027427834,11.209582680238208,1.9494982731565147,0.5129524241184947,tfidf_seed
corja,misogino,1.907733492832856,29,21,15.121596698219303,7.926471306026744,1.907733492832856,0.5241821310297227,tfidf_seed
cretino,misogino,1.8942260416216983,17,11,9.026204032552641,4.765113529216937,1.8942260416216983,0.5279199300294808,tfidf_seed
perverso,misogino,1.891432366989901,5,3,2.6689738699634002,1.411085072409192,1.891432366989901,0.5286992726269252,tfidf_seed
asco,misogino,1.8823291248297311,9,4,5.5339618669099195,2.9399534393760054,1.8823291248297311,0.5312564449890554,tfidf_seed
financiar,misogino,1.8607916831993796,11,8,4.796603292340181,2.577720802847415,1.8607916831993796,0.5374053488139188,tfidf_seed
afundar,misogino,1.8442025802570594,8,4,3.823335015054181,2.0731633345392426,1.8442025802570594,0.5422393758686845,tfidf_seed
desprezível,misogino,1.8168192586094032,7,3,3.6602102092604754,2.0146243910045003,1.8168192586094032,0.5504120598033859,tfidf_seed
venezuelano,misogino,1.8107489698581334,9,4,3.6719510660090613,2.027862125774274,1.8107489698581334,0.5522572433736311,tfidf_seed
peludo,misogino,1.8091044591952636,6,3,3.0678500059762595,1.6957827842823727,1.8091044591952636,0.5527591727821659,tfidf_seed
safada,misogino,1.792386738935512,8,6,4.884305120456655,2.725027596985389,1.792386738935512,0.5579149893108285,tfidf_seed
ladrão,misogino,1.7696709845284744,43,30,20.38082904935816,11.516732464886749,1.7696709845284744,0.5650767136076206,tfidf_seed
putinha,misogino,1.761565980774962,58,36,36.693145316489534,20.829843420784737,1.761565980774962,0.5676766783944067,tfidf_seed
rato,misogino,1.7521838897293214,15,11,7.541013156486727,4.303778529471457,1.7521838897293214,0.5707161450916224,tfidf_seed
joice,misogino,1.7435849034285857,63,37,28.107787996349373,16.120686866176296,1.7435849034285857,0.573530947890282,tfidf_seed
nojo,misogino,1.6832391243636051,68,48,37.68618502474682,22.389084709373062,1.6832391243636051,0.5940926124673683,tfidf_seed
burra,misogino,1.6693233742827904,97,60,39.18959464231898,23.47633393070594,1.6693233742827904,0.5990450665776956,tfidf_seed
orgulhohetero,misogino,1.6628090945627017,5,3,3.0562790987854305,1.8380206398739354,1.6628090945627017,0.6013914237128878,tfidf_seed
congresso,misogino,1.6578515595889127,57,33,22.09402405901956,13.326900272450521,1.6578515595889127,0.6031902397526253,tfidf_seed
envergonhar,misogino,1.655867222634237,10,6,4.609766141994749,2.7838974182930443,1.655867222634237,0.6039128078578802,tfidf_seed
hipocrisia,misogino,1.6523561184039217,30,22,14.235786839168679,8.615446166994248,1.6523561184039217,0.6051963027497157,tfidf_seed
vagabunda,misogino,1.646332300247436,49,33,26.919037918413473,16.350913037444123,1.646332300247436,0.607410728406785,tfidf_seed
comunista,misogino,1.6450188886717376,72,49,31.43928523963156,19.111807050433423,1.6450188886717376,0.6078957042714783,tfidf_seed
decote,misogino,1.6362879409233406,6,4,2.994119695052475,1.8298234582569763,1.6362879409233406,0.611138843293993,tfidf_seed
canalha,misogino,1.6283790738320356,105,70,47.42955627364907,29.126850994010173,1.6283790738320356,0.6141075875104675,tfidf_seed
miserável,misogino,1.6234481689797655,11,8,5.823801715092582,3.587302756517507,1.6234481689797655,0.6159725753107829,tfidf_seed
hipócrita,misogino,1.6211403897348116,24,19,11.627210844522414,7.172240786181399,1.6211403897348116,0.6168495837254608,tfidf_seed
cassar,misogino,1.6208642598060172,6,5,3.249429782164232,2.0047503309677883,1.6208642598060172,0.6169543114971527,tfidf_seed
sapatao,misogino,1.584583301893932,61,40,32.880932858626934,20.75052238323069,1.584583301893932,0.631080688658312,tfidf_seed
ditador,misogino,1.5690378530566507,14,9,5.419337483905779,3.453922991284429,1.5690378530566507,0.6373329515293806,tfidf_seed
milícia,misogino,1.5446129390792747,6,5,3.340611610568849,2.162748984834484,1.5446129390792747,0.6474108904432965,tfidf_seed
treva,misogino,1.4973930722299507,9,5,4.016577793019424,2.6823793766086936,1.4973930722299507,0.6678269031521328,tfidf_seed
terrorista,misogino,1.4881536315169253,32,24,13.783525524786407,9.262164701760506,1.4881536315169253,0.6719735101974591,tfidf_seed
quadrilha,misogino,1.4794021759521134,19,19,10.209161396747886,6.9008685287185685,1.4794021759521134,0.6759485509719025,tfidf_seed
capeta,misogino,1.476325125493777,14,10,7.08994978881033,4.802430162606543,1.476325125493777,0.6773573337329715,tfidf_seed
contémr,misogino,1.471843238488927,6,3,2.6636479395780066,1.8097351661372647,1.471843238488927,0.6794195508451557,tfidf_seed
apresentador,misogino,1.4486710143551342,5,4,2.3989182097606037,1.655943093579083,1.4486710143551342,0.6902871454951313,tfidf_seed
minion,misogino,1.4483231190644255,7,5,3.4557518171242214,2.38603549395346,1.4483231190644255,0.6904531719195849,tfidf_seed
esgoto,misogino,1.4418768104224393,8,5,2.936467525607556,2.036558229180774,1.4418768104224393,0.6935399482136146,tfidf_seed
roberta,misogino,1.4133948820224194,9,6,4.281249541073218,3.0290530849753186,1.4133948820224194,0.7075159596280015,tfidf_seed
lascar,misogino,1.3971121317517268,8,7,4.205403663525853,3.010067818351062,1.3971121317517268,0.7157617540252097,tfidf_seed
atrocidade,misogino,1.3963800262283466,5,4,2.4709933020512973,1.7695697870625342,1.3963800262283466,0.7161367331335101,tfidf_seed
burrice,misogino,1.3934561457078145,11,9,4.9609544208059955,3.560178799046384,1.3934561457078145,0.7176397482055925,tfidf_seed
pilantra,misogino,1.3932885818126666,23,19,13.314123413507097,9.555896885982415,1.3932885818126666,0.7177262724305037,tfidf_seed
macri,misogino,1.3877810425459738,5,4,2.0102563987806024,1.4485390341632118,1.3877810425459738,0.7205739101081672,tfidf_seed
globo,misogino,1.384310395674399,73,59,32.13253872111056,23.21194541138012,1.384310395674399,0.7223812874066176,tfidf_seed
safado,misogino,1.363285524326176,29,23,13.576039570019777,9.958323450580473,1.363285524326176,0.733521927782952,tfidf_seed
muçulmano,misogino,1.3603135498266061,27,20,11.293322024318675,8.301998216105869,1.3603135498266061,0.7351244800337877,tfidf_seed
empregada,misogino,1.3599262934249863,5,4,2.4207112359713694,1.7800302029226136,1.3599262934249863,0.7353332529458353,tfidf_seed
diabo,misogino,1.3513688777360051,28,24,14.92821148020751,11.04673222447477,1.3513688777360051,0.7399902861190528,tfidf_seed
gado,misogino,1.3384966223271075,18,16,8.872873891749895,6.628983895250266,1.3384966223271075,0.7471066566501433,tfidf_seed
criminoso,misogino,1.328840677699437,43,40,16.769012405198023,12.619278862977607,1.328840677699437,0.752535558178152,tfidf_seed
infeliz,misogino,1.3282348059385092,10,8,5.063824731298069,3.812445947375432,1.3282348059385092,0.7528785842316387,tfidf_seed
sharia,misogino,1.3232318299530568,8,5,3.5563605753872394,2.6876312764344363,1.3232318299530568,0.7557249788758584,tfidf_seed
chinês,misogino,1.3225973391829278,6,5,2.733524823394164,2.066784364231019,1.3225973391829278,0.7560873749730062,tfidf_seed
roraima,misogino,1.30648250733849,6,4,2.533021934407333,1.9388094472730342,1.30648250733849,0.7654133016078156,tfidf_seed
bando,misogino,1.2964777098547844,38,35,18.42637790527713,14.212644358431213,1.2964777098547844,0.771320530826643,tfidf_seed
psicopata,misogino,1.2941966913621015,12,9,5.673773674130289,4.384010883200551,1.2941966913621015,0.7726797652345189,tfidf_seed
lésbico,misogino,1.290027392152419,8,6,3.34117668919424,2.5900034522461377,1.290027392152419,0.7751768068554128,tfidf_seed
heim,misogino,1.2890885845277635,6,6,3.885682535363404,3.014285668892394,1.2890885845277635,0.7757414214151864,tfidf_seed
uol,misogino,1.2817883740432872,7,6,2.795608007398774,2.181020504025877,1.2817883740432872,0.7801593492701069,tfidf_seed
socialista,misogino,1.2817127876955645,8,7,3.363045861849001,2.623867540701335,1.2817127876955645,0.7802054650105987,tfidf_seed
golpista,misogino,1.2783227077351846,11,10,5.9403070774273115,4.646953201378308,1.2783227077351846,0.7822747811744567,tfidf_seed
irresponsável,misogino,1.2756291945326925,8,7,4.089266630355219,3.2056849845178284,1.2756291945326925,0.783926432381576,tfidf_seed
onu,misogino,1.267999953680178,10,8,4.315329249555708,3.4032556302791392,1.267999953680178,0.7886431474461374,tfidf_seed
corrupto,misogino,1.2582483131430686,61,52,22.81339348718845,18.131073167865353,1.2582483131430686,0.7947556063192351,tfidf_seed
esquerdista,misogino,1.2493701278599214,62,52,23.719779529099657,18.985389318023596,1.2493701278599214,0.8004032454993475,tfidf_seed
salarial,misogino,1.2467773031709493,5,4,1.808618036950201,1.4506333934480624,1.2467773031709493,0.8020668608543484,tfidf_seed
armário,misogino,1.2414467285823965,6,4,2.933225523305821,2.36274679720533,1.2414467285823965,0.8055111933675188,tfidf_seed
histeria,misogino,1.2359342605505197,5,4,2.1920313034560444,1.7735814415771536,1.2359342605505197,0.8091036974139729,tfidf_seed
idiotice,misogino,1.2357146796250176,6,4,2.886308256791463,2.3357390412750005,1.2357146796250176,0.8092476701098557,tfidf_seed
caralhar,nao_misogino,58014068.417438015,0,113,0.0,58.01406841743801,0.0,58014068.417438015,tfidf_seed
vtnc,nao_misogino,48953079.29907702,0,91,0.0,48.95307929907702,0.0,48953079.29907702,tfidf_seed
carioca,nao_misogino,35370211.20862426,0,74,0.0,35.370211208624255,0.0,35370211.20862426,tfidf_seed
lir,nao_misogino,31298237.99522109,0,60,0.0,31.298237995221086,0.0,31298237.99522109,tfidf_seed
vôlei,nao_misogino,28829968.39025439,0,60,0.0,28.82996839025439,0.0,28829968.39025439,tfidf_seed
dms,nao_misogino,28624379.31899353,0,54,0.0,28.62437931899353,0.0,28624379.31899353,tfidf_seed
flamengo,nao_misogino,26685704.331145268,0,71,0.0,26.685704331145267,0.0,26685704.331145268,tfidf_seed
tóquio,nao_misogino,25558916.875980943,0,43,0.0,25.55891687598094,0.0,25558916.875980943,tfidf_seed
namoral,nao_misogino,24216971.746606357,0,51,0.0,24.216971746606355,0.0,24216971.746606357,tfidf_seed
voleinaglobar,nao_misogino,22316395.110053644,0,37,0.0,22.316395110053644,0.0,22316395.110053644,tfidf_seed
calor,nao_misogino,22056838.15330081,0,42,0.0,22.05683815330081,0.0,22056838.15330081,tfidf_seed
role,nao_misogino,21512930.444221295,0,46,0.0,21.512930444221293,0.0,21512930.444221295,tfidf_seed
hacker,nao_misogino,21493908.490145497,0,48,0.0,21.493908490145497,0.0,21493908.490145497,tfidf_seed
amg,nao_misogino,19538711.4720067,0,34,0.0,19.5387114720067,0.0,19538711.4720067,tfidf_seed
alves,nao_misogino,18359486.70006219,0,51,0.0,18.359486700062188,0.0,18359486.70006219,tfidf_seed
kkkkkkkkkkkkkkkkk,nao_misogino,17674448.961106896,0,28,0.0,17.674448961106897,0.0,17674448.961106896,tfidf_seed
baile,nao_misogino,17265674.38546983,0,32,0.0,17.26567438546983,0.0,17265674.38546983,tfidf_seed
dnv,nao_misogino,16400406.305892216,0,37,0.0,16.400406305892215,0.0,16400406.305892216,tfidf_seed
anão,nao_misogino,16110710.967027903,0,24,0.0,16.110710967027902,0.0,16110710.967027903,tfidf_seed
ressaca,nao_misogino,15866309.670833362,0,25,0.0,15.866309670833362,0.0,15866309.670833362,tfidf_seed
pprt,nao_misogino,15480390.5313819,0,28,0.0,15.480390531381898,0.0,15480390.5313819,tfidf_seed
ansioso,nao_misogino,15422495.0590635,0,27,0.0,15.422495059063499,0.0,15422495.0590635,tfidf_seed
mineiro,nao_misogino,15066485.457489062,0,27,0.0,15.066485457489062,0.0,15066485.457489062,tfidf_seed
bts,nao_misogino,14438463.042297428,0,40,0.0,14.438463042297428,0.0,14438463.042297428,tfidf_seed
