term,polarity,score_norm,O_score,pmi_mis,pmi_non,cooc_mis,cooc_non,freq_mis,freq_non,freq_total,origem
derrubar,misogino,2.134601403346025,2.134601403346025,0.7555008254161004,-1.3791005779299248,10,1,14,26,44,pmi_expandido
marco,misogino,2.134601403346025,2.134601403346025,1.1723946293478873,-0.9622067739981377,10,1,6,20,29,pmi_expandido
militante,misogino,2.134601403346025,2.134601403346025,0.689542857624303,-1.4450585457217222,10,1,13,33,47,pmi_expandido
vagabundo,misogino,2.1092835953617355,2.1092835953617355,1.1342286788857487,-0.9750549164759869,78,8,92,138,235,pmi_expandido
marionete,misogino,2.0829546865130575,2.0829546865130575,2.0829546865130575,0.0,6,0,5,1,7,semente+pmi
genocida,misogino,2.0829546865130575,2.0829546865130575,2.0829546865130575,0.0,6,0,4,3,7,pmi_expandido
baderna,misogino,2.054783809546361,2.054783809546361,2.054783809546361,0.0,5,0,5,1,6,semente+pmi
parasita,misogino,2.036434670878165,2.036434670878165,2.036434670878165,0.0,9,0,7,4,11,semente+pmi
objetivo,misogino,2.029240887688199,2.029240887688199,0.9685940408768086,-1.0606468468113903,9,1,6,26,32,pmi_expandido
caro,misogino,2.029240887688199,2.029240887688199,0.7967437839501497,-1.2324971037380494,9,1,8,30,38,pmi_expandido
evangélico,misogino,2.029240887688199,2.029240887688199,0.9685940408768086,-1.0606468468113903,9,1,15,14,32,pmi_expandido
hipócrita,misogino,2.029240887688199,2.029240887688199,1.3662770085429181,-0.6629638791452808,18,2,24,19,43,semente+pmi
punir,misogino,2.029240887688199,2.029240887688199,1.1021254335013315,-0.9271154541868676,9,1,14,13,28,pmi_expandido
ataque,misogino,2.029240887688199,2.029240887688199,1.0331325620143799,-0.996108325673819,9,1,10,18,30,pmi_expandido
máfia,misogino,2.0139618150261063,2.0139618150261063,2.0139618150261063,0.0,4,0,3,2,5,pmi_expandido
priquito,misogino,2.0139618150261063,2.0139618150261063,2.0139618150261063,0.0,4,0,3,2,5,pmi_expandido
papagaio,misogino,2.0139618150261063,2.0139618150261063,2.0139618150261063,0.0,4,0,2,3,5,pmi_expandido
marte,misogino,2.0139618150261063,2.0139618150261063,2.0139618150261063,0.0,4,0,1,4,5,pmi_expandido
manifesto,misogino,2.0139618150261063,2.0139618150261063,2.0139618150261063,0.0,4,0,1,4,5,pmi_expandido
protegir,misogino,2.0139618150261063,2.0139618150261063,2.0139618150261063,0.0,4,0,3,2,5,pmi_expandido
mentira,misogino,1.991500559705352,1.991500559705352,0.7502697759985477,-1.2412307837068042,26,3,43,69,115,pmi_expandido
fantoche,misogino,1.9857909380594094,1.9857909380594094,1.9857909380594094,0.0,7,0,9,0,9,semente+pmi
senar,misogino,1.9857909380594094,1.9857909380594094,1.9857909380594094,0.0,7,0,7,2,9,semente+pmi
pena,misogino,1.9720824738482503,1.9720824738482503,0.6595426624366644,-1.312539811411586,51,6,92,141,247,pmi_expandido
doutrinar,misogino,1.9494232938885347,1.9494232938885347,1.9494232938885347,0.0,6,0,4,4,8,pmi_expandido
ladra,misogino,1.9186516352217813,1.9186516352217813,1.9186516352217813,0.0,8,0,7,4,11,semente+pmi
fronteira,misogino,1.9186516352217813,1.9186516352217813,1.9186516352217813,0.0,8,0,3,8,11,pmi_expandido
arma,misogino,1.9114578520318157,1.9114578520318157,0.9843423978449481,-0.9271154541868676,8,1,9,19,28,pmi_expandido
agenda,misogino,1.9114578520318157,1.9114578520318157,0.6789607482937663,-1.2324971037380494,8,1,8,28,38,pmi_expandido
cultural,misogino,1.9114578520318157,1.9114578520318157,0.9843423978449481,-0.9271154541868676,8,1,7,21,28,pmi_expandido
crime,misogino,1.9114578520318155,1.9114578520318155,0.7470142115387817,-1.1644436404930338,32,4,36,94,142,pmi_expandido
quão,misogino,1.9114578520318155,1.9114578520318155,1.1384930776722062,-0.7729647743596093,8,1,3,21,24,pmi_expandido
justiça,misogino,1.9114578520318155,1.9114578520318155,0.30016388726776305,-1.6112939647640525,16,2,26,80,111,pmi_expandido
lutar,misogino,1.9114578520318153,1.9114578520318153,0.5210577188479573,-1.390400133183858,16,2,25,61,89,pmi_expandido
sérgio,misogino,1.9114578520318153,1.9114578520318153,1.2720244702967287,-0.6394333817350866,8,1,2,19,21,pmi_expandido
destruir,misogino,1.9114578520318153,1.9114578520318153,0.7901863834039904,-1.121271468627825,16,2,27,39,68,pmi_expandido
ditador,misogino,1.9114578520318153,1.9114578520318153,1.181052692091002,-0.7304051599408133,8,1,14,9,23,semente+pmi
enter,misogino,1.9114578520318153,1.9114578520318153,0.9153495263579964,-0.996108325673819,8,1,12,17,30,pmi_expandido
meigo,misogino,1.900633129719103,1.900633129719103,1.900633129719103,0.0,5,0,2,5,7,pmi_expandido
desinformar,misogino,1.900633129719103,1.900633129719103,1.900633129719103,0.0,5,0,5,2,7,semente+pmi
dissimular,misogino,1.8693805862149986,1.8693805862149986,1.8693805862149986,0.0,9,0,7,6,13,pmi_expandido
roubar,misogino,1.8601645576442651,1.8601645576442651,0.947437840909497,-0.912726716734768,38,5,65,65,138,pmi_expandido
razão,misogino,1.8469193308942442,1.8469193308942442,0.7110490628452666,-1.1358702680489776,15,2,20,49,69,pmi_expandido
cansar,misogino,1.8469193308942442,1.8469193308942442,0.8847125568961065,-0.9622067739981377,15,2,25,32,58,pmi_expandido
ateísta,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,2,4,6,pmi_expandido
bandir,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,4,2,6,pmi_expandido
deplorável,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,4,2,6,pmi_expandido
jênio,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,2,4,6,pmi_expandido
fogueira,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,2,4,6,pmi_expandido
watson,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,2,2,6,pmi_expandido
sujeira,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,4,2,6,pmi_expandido
teresa,misogino,1.8316402582321516,1.8316402582321516,1.8316402582321516,0.0,4,0,2,1,6,pmi_expandido
condenação,misogino,1.8316402582321512,1.8316402582321512,1.8316402582321512,0.0,6,0,5,3,9,semente+pmi
oas,misogino,1.8316402582321512,1.8316402582321512,1.8316402582321512,0.0,6,0,7,2,9,semente+pmi
chile,misogino,1.7851202425972585,1.7851202425972585,1.7851202425972585,0.0,7,0,9,2,11,semente+pmi
racista,misogino,1.7779264594072934,1.7779264594072934,0.3471538709330474,-1.430772588474246,21,3,41,93,139,pmi_expandido
pia,misogino,1.777926459407293,1.777926459407293,1.2385765362291887,-0.5393499231781042,7,1,3,12,19,pmi_expandido
dubai,misogino,1.777926459407293,1.777926459407293,1.8804304224015835,0.10250396299429065,7,1,2,8,10,pmi_expandido
imprensa,misogino,1.777926459407293,1.777926459407293,0.9172561046285779,-0.860670354778715,35,5,44,81,131,pmi_expandido
monstro,misogino,1.7779264594072928,1.7779264594072928,0.924918977374147,-0.8530074820331458,7,1,11,12,26,pmi_expandido
sra,misogino,1.7779264594072928,1.7779264594072928,1.6180661579340923,-0.1598603014732005,7,1,6,6,13,pmi_expandido
entendi,misogino,1.7779264594072925,1.7779264594072925,0.5720976027514045,-1.2058288566558881,7,1,4,32,37,pmi_expandido
fundo,misogino,1.7779264594072925,1.7779264594072925,0.2709925099674829,-1.5069339494398097,7,1,8,40,50,pmi_expandido
nordeste,misogino,1.7779264594072925,1.7779264594072925,0.7490283109104828,-1.0288981484968098,7,1,6,25,31,pmi_expandido
protetor,misogino,1.76710173709458,1.76710173709458,1.76710173709458,0.0,5,0,5,3,8,semente+pmi
esgoto,misogino,1.7515975505586152,1.7515975505586152,1.7515975505586152,0.0,8,0,8,5,13,semente+pmi
malafaia,misogino,1.7515975505586152,1.7515975505586152,1.7515975505586152,0.0,8,0,5,8,13,pmi_expandido
mulher,misogino,1.73679916798343,1.73679916798343,0.42581771749185976,-1.3109814504915702,262,39,555,831,1603,pmi_expandido
sociedade,misogino,1.7291362952378608,1.7291362952378608,0.9423781987459157,-0.7867580964919453,20,3,20,51,73,pmi_expandido
sitio,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,3,1,5,pmi_expandido
contrariar,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,0,5,5,pmi_expandido
lenha,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,3,2,5,pmi_expandido
incubar,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,3,2,5,pmi_expandido
facho,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,3,2,5,pmi_expandido
vigarista,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,6,0,7,3,10,semente+pmi
marxismo,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,9,0,3,12,15,pmi_expandido
batom,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,2,3,5,pmi_expandido
responsabilizar,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,4,1,5,pmi_expandido
fuzilar,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,3,2,5,pmi_expandido
imoral,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,6,0,6,4,10,semente+pmi
crápula,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,6,0,10,0,10,semente+pmi
moralista,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,5,0,5,semente+pmi
ingênuo,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,0,4,5,pmi_expandido
emitir,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,1,4,5,pmi_expandido
romance,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,2,3,5,pmi_expandido
basta,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,1,4,5,pmi_expandido
exercito,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,4,1,5,pmi_expandido
pasto,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,2,3,5,pmi_expandido
cova,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,4,1,5,pmi_expandido
serpente,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,4,1,5,pmi_expandido
far,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,0,5,5,pmi_expandido
sapatona,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,2,3,5,pmi_expandido
cafajeste,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,5,0,5,semente+pmi
asno,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,4,1,5,pmi_expandido
decência,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,2,3,5,pmi_expandido
ess,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,2,3,5,pmi_expandido
dino,misogino,1.726279742574325,1.726279742574325,1.726279742574325,0.0,3,0,3,2,5,pmi_expandido
enganar,misogino,1.7038184872535713,1.7038184872535713,0.8317628102497309,-0.8720556770038403,13,2,21,30,53,pmi_expandido
guerra,misogino,1.703818487253571,1.703818487253571,0.47132138351552166,-1.2324971037380494,13,2,18,55,76,pmi_expandido
burra,misogino,1.7038184872535709,1.7038184872535709,-0.27311909143197427,-1.9769375786855452,13,2,97,60,160,semente+pmi
árabe,misogino,1.6981088656076289,1.6981088656076289,1.6981088656076289,0.0,7,0,3,9,12,pmi_expandido
calar,misogino,1.6778430008503107,1.6778430008503107,0.5181052513946892,-1.1597377494556214,19,3,37,67,106,pmi_expandido
verdadeiro,misogino,1.6778430008503102,1.6778430008503102,0.6597557684577159,-1.0180872323925945,19,3,31,61,92,pmi_expandido
forabolsonarar,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,5,2,7,semente+pmi
inescrupuloso,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,4,3,7,pmi_expandido
desocupar,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,3,4,7,pmi_expandido
fdps,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,4,3,7,pmi_expandido
venezuelano,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,8,0,9,4,14,semente+pmi
cachaceiro,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,3,4,7,pmi_expandido
bruto,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,3,4,7,pmi_expandido
plantão,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,3,4,7,pmi_expandido
exercer,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,3,4,7,pmi_expandido
zombar,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,3,4,7,pmi_expandido
frágil,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,2,5,7,pmi_expandido
cavalheiro,misogino,1.6774895784048933,1.6774895784048933,1.6774895784048933,0.0,4,0,2,3,7,pmi_expandido
vergonha,misogino,1.6588670993913048,1.6588670993913048,0.8594690679635398,-0.799398031427765,87,14,165,169,345,pmi_expandido
deputado,misogino,1.6565656024030255,1.6565656024030255,0.7438388856682575,-0.912726716734768,31,5,38,88,138,pmi_expandido
propina,misogino,1.649318701438197,1.649318701438197,1.649318701438197,0.0,15,0,23,4,27,semente+pmi
corrupta,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,10,0,14,4,18,semente+pmi
desmoralizar,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,4,5,9,pmi_expandido
pirralho,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,7,0,9,semente+pmi
canalhice,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,6,3,9,semente+pmi
saquear,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,6,2,9,semente+pmi
breno,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,0,4,9,pmi_expandido
investidor,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,7,0,9,semente+pmi
mula,misogino,1.6493187014381967,1.6493187014381967,1.6493187014381967,0.0,5,0,2,5,9,pmi_expandido
traidor,misogino,1.642398258593623,1.642398258593623,1.642398258593623,0.0,32,0,39,18,58,semente+pmi
custa,misogino,1.6309695627700003,1.6309695627700003,1.6309695627700003,0.0,6,0,9,2,11,semente+pmi
vetar,misogino,1.6309695627700003,1.6309695627700003,1.6309695627700003,0.0,6,0,4,5,11,pmi_expandido
acusar,misogino,1.6237757795800347,1.6237757795800347,0.07762111698694353,-1.546154662593091,6,1,10,42,52,pmi_expandido
revolução,misogino,1.6237757795800347,1.6237757795800347,1.4639154781068342,-0.1598603014732005,6,1,4,9,13,pmi_expandido
neto,misogino,1.6237757795800345,1.6237757795800345,0.3653031894387244,-1.25847259014131,6,1,9,27,39,pmi_expandido
queiroz,misogino,1.6237757795800345,1.6237757795800345,0.6276674539062155,-0.996108325673819,6,1,8,18,30,pmi_expandido
droga,misogino,1.6237757795800345,1.6237757795800345,-0.3778544116958823,-2.001630191275917,6,1,21,55,82,pmi_expandido
atrapalhar,misogino,1.6237757795800345,1.6237757795800345,0.315292768864063,-1.3084830107159715,6,1,14,23,41,pmi_expandido
suportar,misogino,1.6237757795800345,1.6237757795800345,0.7707682975468888,-0.8530074820331458,6,1,7,18,26,pmi_expandido
fruto,misogino,1.6237757795800345,1.6237757795800345,1.0331325620143799,-0.5906432175656546,6,1,4,15,20,pmi_expandido
bloquear,misogino,1.6237757795800345,1.6237757795800345,0.7330279695640417,-0.8907478100159928,6,1,4,23,27,pmi_expandido
patriota,misogino,1.6237757795800345,1.6237757795800345,0.5948776310832247,-1.0288981484968098,6,1,10,21,31,pmi_expandido
câmara,misogino,1.6237757795800345,1.6237757795800345,0.6615690055818967,-0.9622067739981377,6,1,8,21,29,pmi_expandido
maconheiro,misogino,1.6237757795800345,1.6237757795800345,0.7330279695640417,-0.8907478100159928,6,1,6,21,27,pmi_expandido
impeachment,misogino,1.6237757795800345,1.6237757795800345,1.138493077672206,-0.4852827019078284,12,2,6,27,36,pmi_expandido
deputada,misogino,1.6237757795800345,1.6237757795800345,0.5323572741018905,-1.091418505478144,12,2,22,43,66,pmi_expandido
obama,misogino,1.6237757795800345,1.6237757795800345,0.1576638246604799,-1.4661119549195547,6,1,9,36,48,pmi_expandido
isenção,misogino,1.6237757795800345,1.6237757795800345,1.726279742574325,0.10250396299429065,6,1,3,5,10,pmi_expandido
verme,misogino,1.6237757795800345,1.6237757795800345,1.0950079657324672,-0.5287678138475672,30,5,59,32,94,semente+pmi
mente,misogino,1.6237757795800345,1.6237757795800345,0.5788772897367835,-1.044898489843251,12,2,19,42,63,pmi_expandido
adiantar,misogino,1.6237757795800345,1.6237757795800345,0.11684183014022467,-1.5069339494398097,6,1,14,36,50,pmi_expandido
infeliz,misogino,1.6237757795800345,1.6237757795800345,1.138493077672206,-0.4852827019078284,6,1,10,8,18,semente+pmi
figura,misogino,1.6237757795800345,1.6237757795800345,1.138493077672206,-0.4852827019078284,6,1,7,11,18,pmi_expandido
cretino,misogino,1.6237757795800345,1.6237757795800345,1.3898075059531123,-0.2339682736269222,12,2,17,11,28,semente+pmi
cela,misogino,1.6237757795800345,1.6237757795800345,1.726279742574325,0.10250396299429065,6,1,4,5,10,pmi_expandido
dir,misogino,1.6237757795800343,1.6237757795800343,0.8933706196392209,-0.7304051599408133,6,1,3,20,23,pmi_expandido
proteger,misogino,1.6237757795800343,1.6237757795800343,0.44534589711226064,-1.1784298824677737,6,1,8,27,36,pmi_expandido
inimigo,misogino,1.6237757795800343,1.6237757795800343,0.22220234579805095,-1.4015734337819834,6,1,12,33,45,pmi_expandido
destruição,misogino,1.6237757795800343,1.6237757795800343,1.1956514915121546,-0.4281242880678797,6,1,5,11,17,pmi_expandido
presa,misogino,1.6237757795800343,1.6237757795800343,0.8933706196392209,-0.7304051599408133,6,1,12,11,23,pmi_expandido
abusar,misogino,1.6237757795800343,1.6237757795800343,1.1956514915121546,-0.4281242880678797,6,1,5,12,17,pmi_expandido
patrocinar,misogino,1.6237757795800343,1.6237757795800343,1.8316402582321512,0.20786447865211688,6,1,5,4,9,pmi_expandido
damar,misogino,1.6237757795800343,1.6237757795800343,0.473516774078957,-1.1502590055010773,6,1,12,23,35,pmi_expandido
asneira,misogino,1.6180661579340923,1.6180661579340923,1.6180661579340923,0.0,7,0,10,3,13,semente+pmi
envergonhar,misogino,1.6011165996203192,1.6011165996203192,1.6011165996203192,0.0,9,0,10,6,17,semente+pmi
cuidado,misogino,1.5666173657400857,1.5666173657400857,1.0629855251640608,-0.5036318405760251,17,3,17,38,55,pmi_expandido
bue,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,7,0,7,7,14,pmi_expandido
favorecer,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,3,2,6,pmi_expandido
elegeur,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,6,0,9,3,12,semente+pmi
alcolumbre,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,1,5,6,pmi_expandido
banqueiro,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,2,6,8,pmi_expandido
íntegra,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
cinismo,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
noblat,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,4,1,6,pmi_expandido
bandida,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,4,0,8,0,8,semente+pmi
pudor,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,2,4,6,pmi_expandido
incitar,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,5,0,7,3,10,semente+pmi
aborteira,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,3,3,6,pmi_expandido
pude,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,0,6,6,pmi_expandido
ladroes,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,5,1,6,semente+pmi
jumento,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,6,0,8,4,12,semente+pmi
gagá,misogino,1.5439581857803706,1.5439581857803706,1.5439581857803706,0.0,3,0,6,0,6,semente+pmi
